run_id,data_scenario_id,placement,sample_scenario,analytical_role,metric_order,metric_id,analysis_unit.x,response_family.x,response_transform.x,participants,participant_days,observations,sites,derivation_support_hours,derivation_support_status,derivation_support_unavailability_reason,sample_status,analysis_unit.y,response_family.y,response_transform.y,effect_scale,preregistered_photoperiod,lower_bound,upper_bound,audit_upper_threshold,diagnostic_note,manuscript_name,abbreviation,manuscript_category,display_unit,variant_label,family_label,analysis_unit_label,run_order,run_label,data_label,placement_label,sample_label
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_16,112,643,643,8,,unavailable,metric_producer_did_not_export_exact_support_minutes,FITTED,participant_day,gaussian,clock_hours_midnight_after_16,difference,FALSE,0,24,,Strict-after-16:00 primary conversion with noon sensitivity,Midpoint of the darkest 10 hours,L10,timing-based,clock time,Supported midnight-wrapping 10-hour window,Gaussian on the linear clock scale (strict after-16:00 cut),Participant-day,4,"Main chest, paired/common sample",Main,Chest,Paired/common
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,13,mean_timing_above_250,participant_day,gaussian,clock_hours,112,573,573,8,13312.683333333332,available,,FITTED,participant_day,gaussian,clock_hours,difference,FALSE,0,24,,Continuous daytime-to-evening range check,Mean timing of exposure above 250 lx melEDI,MLIT250,timing-based,clock time,Duration-weighted mean timing,Gaussian on the linear clock scale,Participant-day,4,"Main chest, paired/common sample",Main,Chest,Paired/common
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,14,first_timing_above_250,participant_day,gaussian,clock_hours,112,563,563,8,13055.283333333333,available,,FITTED,participant_day,gaussian,clock_hours,difference,FALSE,0,24,,Late-evening cluster check,First light timing above 250 lx melEDI,FLIT250,timing-based,clock time,Boundary-censoring rule,Gaussian on the linear clock scale,Participant-day,4,"Main chest, paired/common sample",Main,Chest,Paired/common
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,15,last_timing_above_250,participant_day,gaussian,clock_hours,112,524,524,8,12226.583333333334,available,,FITTED,participant_day,gaussian,clock_hours,difference,FALSE,0,24,,Early-morning cluster check,Last light timing above 250 lx melEDI,LLIT250,timing-based,clock time,Boundary-censoring rule,Gaussian on the linear clock scale,Participant-day,4,"Main chest, paired/common sample",Main,Chest,Paired/common
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,16,dose_time_sensitive_corrected_medi,participant_day,gaussian,log10_offset_0.1,112,598,598,8,13915.166666666666,available,,FITTED,participant_day,gaussian,log10_offset_0.1,ratio,FALSE,0,,,"Offset, influence, and upper-tail checks",melEDI dose,Dose,exposure-history-based,lx·h,Time-sensitive missing-coverage correction,Gaussian after log10(value + 0.1),Participant-day,4,"Main chest, paired/common sample",Main,Chest,Paired/common
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,107,489,489,8,7435.616666666667,available,,FITTED,participant_day,gaussian,identity,difference,FALSE,0,,,"Distribution, viable-minute support, upper-tail, and influence checks",Melanopic daylight efficacy ratio,MDER,spectrum-based,dimensionless,Mean of viable one-minute melEDI/illuminance ratios,Gaussian on the identity scale,Participant-day,4,"Main chest, paired/common sample",Main,Chest,Paired/common
alternative_preprocessing__glasses__all_available,alternative_preprocessing,glasses,all_available,alternative_preprocessing_sensitivity,1,interdaily_stability,participant,gaussian,logit,141,811,141,9,,unavailable,alternative_preprocessing_artifacts_do_not_retain_exact_support_minutes,FITTED,participant,gaussian,logit,odds_ratio,FALSE,0,1,,Transformed residual and influence checks,Interdaily stability,IS,dynamics-based,dimensionless,Repeated-day regularity,Gaussian after logit transformation,Participant,5,Alternative preprocessing near-eye,Alternative preprocessing,Near eye,All available
alternative_preprocessing__glasses__all_available,alternative_preprocessing,glasses,all_available,alternative_preprocessing_sensitivity,2,intradaily_variability,participant,gaussian,identity,141,811,141,9,,unavailable,alternative_preprocessing_artifacts_do_not_retain_exact_support_minutes,FITTED,participant,gaussian,identity,difference,FALSE,0,,,Residual spread and influence checks,Intradaily variability,IV,dynamics-based,dimensionless,Within-day fragmentation,Gaussian on the identity scale,Participant,5,Alternative preprocessing near-eye,Alternative preprocessing,Near eye,All available
alternative_preprocessing__glasses__all_available,alternative_preprocessing,glasses,all_available,alternative_preprocessing_sensitivity,3,daily_geometric_mean_medi,participant_day,gaussian,log10_offset_0.1,141,811,811,9,,unavailable,alternative_preprocessing_artifacts_do_not_retain_exact_support_minutes,FITTED,participant_day,gaussian,log10_offset_0.1,ratio,FALSE,0,,,"Offset, influence, and upper-tail checks",Mean melEDI,Mean,level-based,lx,Daily geometric mean,Gaussian after log10(value + 0.1),Participant-day,5,Alternative preprocessing near-eye,Alternative preprocessing,Near eye,All available
alternative_preprocessing__glasses__all_available,alternative_preprocessing,glasses,all_available,alternative_preprocessing_sensitivity,4,m10_mean_medi,participant_day,gaussian,log10_offset_0.1,141,811,811,9,,unavailable,alternative_preprocessing_artifacts_do_not_retain_exact_support_minutes,FITTED,participant_day,gaussian,log10_offset_0.1,ratio,FALSE,0,,,Influence and upper-tail checks,Brightest 10 h mean,M10mean,level-based,lx,Supported 10-hour window,Gaussian after log10(value + 0.1),Participant-day,5,Alternative preprocessing near-eye,Alternative preprocessing,Near eye,All available
alternative_preprocessing__glasses__all_available,alternative_preprocessing,glasses,all_available,alternative_preprocessing_sensitivity,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,141,811,811,9,,unavailable,alternative_preprocessing_artifacts_do_not_retain_exact_support_minutes,FITTED,participant_day,gaussian,log10_offset_0.1,ratio,FALSE,0,,,High-risk exact-zero and residual checks,Darkest 10 h mean,L10mean,level-based,lx,Supported 10-hour window,Gaussian after log10(value + 0.1),Participant-day,5,Alternative preprocessing near-eye,Alternative preprocessing,Near eye,All available
alternative_preprocessing__glasses__all_available,alternative_preprocessing,glasses,all_available,alternative_preprocessing_sensitivity,6,duration_above_1000,participant_day,tweedie_log,identity,141,811,811,9,,unavailable,alternative_preprocessing_artifacts_do_not_retain_exact_support_minutes,FITTED,participant_day,tweedie_log,identity,ratio,TRUE,0,24,,"Zero mass, dispersion, tail, and 24-hour prediction checks","Time above 1,000 lx melEDI",TAT1000,duration-based,h,Full 24-hour cycle,Tweedie with log link,Participant-day,5,Alternative preprocessing near-eye,Alternative preprocessing,Near eye,All available
alternative_preprocessing__glasses__all_available,alternative_preprocessing,glasses,all_available,alternative_preprocessing_sensitivity,7,duration_above_250_wake,participant_day,tweedie_log,identity,140,755,755,9,,unavailable,alternative_preprocessing_artifacts_do_not_retain_exact_support_minutes,FITTED,participant_day,tweedie_log,identity,ratio,TRUE,0,,,"Zero mass, tail, and waking-duration prediction checks",Time above 250 lx melEDI during wake,TAT250,duration-based,h,Waking near-eye measurement,Tweedie with log link,Participant-day,5,Alternative preprocessing near-eye,Alternative preprocessing,Near eye,All available
alternative_preprocessing__glasses__all_available,alternative_preprocessing,glasses,all_available,alternative_preprocessing_sensitivity,8,duration_below_10_pre_sleep,participant_day,gaussian,identity,141,780,780,9,,unavailable,alternative_preprocessing_artifacts_do_not_retain_exact_support_minutes,FITTED,participant_day,gaussian,identity,difference,TRUE,0,24,6,Calendar-day cumulative duration with a six-hour audit threshold; identity-scale Gaussian response model,Time below 10 lx melEDI before sleep,TBT10,duration-based,h,Three hours before attempted sleep,Gaussian on the identity scale,Participant-day,5,Alternative preprocessing near-eye,Alternative preprocessing,Near eye,All available
alternative_preprocessing__glasses__all_available,alternative_preprocessing,glasses,all_available,alternative_preprocessing_sensitivity,9,duration_below_1_sleep_environment,participant_day,tweedie_log,identity,141,790,790,9,,unavailable,alternative_preprocessing_artifacts_do_not_retain_exact_support_minutes,FITTED,participant_day,tweedie_log,identity,ratio,TRUE,0,,,Distribution and sleep-window prediction checks,Time below 1 lx melEDI during sleep,TBT1,duration-based,h,Bedside sleep-environment measurement,Tweedie with log link,Participant-day,5,Alternative preprocessing near-eye,Alternative preprocessing,Near eye,All available
alternative_preprocessing__glasses__all_available,alternative_preprocessing,glasses,all_available,alternative_preprocessing_sensitivity,10,longest_bout_above_250,participant_day,gaussian,log10_offset_0.1,141,811,811,9,,unavailable,alternative_preprocessing_artifacts_do_not_retain_exact_support_minutes,FITTED,participant_day,gaussian,log10_offset_0.1,ratio,TRUE,0,24,,Mandatory exactly-identified-only sensitivity,Longest continuous period above 250 lx melEDI,PAT250,duration-based,h,Observed lower bound,Gaussian after log10(value + 0.1),Participant-day,5,Alternative preprocessing near-eye,Alternative preprocessing,Near eye,All available
alternative_preprocessing__glasses__all_available,alternative_preprocessing,glasses,all_available,alternative_preprocessing_sensitivity,11,m10_midpoint,participant_day,gaussian,clock_hours,141,811,811,9,,unavailable,alternative_preprocessing_artifacts_do_not_retain_exact_support_minutes,FITTED,participant_day,gaussian,clock_hours,difference,FALSE,0,24,,Continuous daytime range check,Midpoint of the brightest 10 hours,M10,timing-based,clock time,Supported 10-hour window,Gaussian on the linear clock scale,Participant-day,5,Alternative preprocessing near-eye,Alternative preprocessing,Near eye,All available
alternative_preprocessing__glasses__all_available,alternative_preprocessing,glasses,all_available,alternative_preprocessing_sensitivity,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_16,141,811,811,9,,unavailable,alternative_preprocessing_artifacts_do_not_retain_exact_support_minutes,FITTED,participant_day,gaussian,clock_hours_midnight_after_16,difference,FALSE,0,24,,Strict-after-16:00 primary conversion with noon sensitivity,Midpoint of the darkest 10 hours,L10,timing-based,clock time,Supported midnight-wrapping 10-hour window,Gaussian on the linear clock scale (strict after-16:00 cut),Participant-day,5,Alternative preprocessing near-eye,Alternative preprocessing,Near eye,All available
alternative_preprocessing__glasses__all_available,alternative_preprocessing,glasses,all_available,alternative_preprocessing_sensitivity,13,mean_timing_above_250,participant_day,gaussian,clock_hours,141,778,778,9,,unavailable,alternative_preprocessing_artifacts_do_not_retain_exact_support_minutes,FITTED,participant_day,gaussian,clock_hours,difference,FALSE,0,24,,Continuous daytime-to-evening range check,Mean timing of exposure above 250 lx melEDI,MLIT250,timing-based,clock time,Duration-weighted mean timing,Gaussian on the linear clock scale,Participant-day,5,Alternative preprocessing near-eye,Alternative preprocessing,Near eye,All available
alternative_preprocessing__glasses__all_available,alternative_preprocessing,glasses,all_available,alternative_preprocessing_sensitivity,14,first_timing_above_250,participant_day,gaussian,clock_hours,141,778,778,9,,unavailable,alternative_preprocessing_artifacts_do_not_retain_exact_support_minutes,FITTED,participant_day,gaussian,clock_hours,difference,FALSE,0,24,,Late-evening cluster check,First light timing above 250 lx melEDI,FLIT250,timing-based,clock time,Boundary-censoring rule,Gaussian on the linear clock scale,Participant-day,5,Alternative preprocessing near-eye,Alternative preprocessing,Near eye,All available
alternative_preprocessing__glasses__all_available,alternative_preprocessing,glasses,all_available,alternative_preprocessing_sensitivity,15,last_timing_above_250,participant_day,gaussian,clock_hours,141,778,778,9,,unavailable,alternative_preprocessing_artifacts_do_not_retain_exact_support_minutes,FITTED,participant_day,gaussian,clock_hours,difference,FALSE,0,24,,Early-morning cluster check,Last light timing above 250 lx melEDI,LLIT250,timing-based,clock time,Boundary-censoring rule,Gaussian on the linear clock scale,Participant-day,5,Alternative preprocessing near-eye,Alternative preprocessing,Near eye,All available
alternative_preprocessing__glasses__all_available,alternative_preprocessing,glasses,all_available,alternative_preprocessing_sensitivity,16,dose_time_sensitive_corrected_medi,participant_day,gaussian,log10_offset_0.1,141,811,811,9,,unavailable,alternative_preprocessing_artifacts_do_not_retain_exact_support_minutes,FITTED,participant_day,gaussian,log10_offset_0.1,ratio,FALSE,0,,,"Offset, influence, and upper-tail checks",melEDI dose,Dose,exposure-history-based,lx·h,Time-sensitive missing-coverage correction,Gaussian after log10(value + 0.1),Participant-day,5,Alternative preprocessing near-eye,Alternative preprocessing,Near eye,All available
alternative_preprocessing__glasses__all_available,alternative_preprocessing,glasses,all_available,alternative_preprocessing_sensitivity,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,137,687,687,9,,unavailable,alternative_preprocessing_artifacts_do_not_retain_exact_support_minutes,FITTED,participant_day,gaussian,identity,difference,FALSE,0,,,"Distribution, viable-minute support, upper-tail, and influence checks",Melanopic daylight efficacy ratio,MDER,spectrum-based,dimensionless,Mean of viable one-minute melEDI/illuminance ratios,Gaussian on the identity scale,Participant-day,5,Alternative preprocessing near-eye,Alternative preprocessing,Near eye,All available
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,complementary_chest,1,interdaily_stability,participant,gaussian,logit,154,897,154,8,,unavailable,alternative_preprocessing_artifacts_do_not_retain_exact_support_minutes,FITTED,participant,gaussian,logit,odds_ratio,FALSE,0,1,,Transformed residual and influence checks,Interdaily stability,IS,dynamics-based,dimensionless,Repeated-day regularity,Gaussian after logit transformation,Participant,6,Alternative preprocessing chest,Alternative preprocessing,Chest,All available
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,complementary_chest,2,intradaily_variability,participant,gaussian,identity,154,897,154,8,,unavailable,alternative_preprocessing_artifacts_do_not_retain_exact_support_minutes,FITTED,participant,gaussian,identity,difference,FALSE,0,,,Residual spread and influence checks,Intradaily variability,IV,dynamics-based,dimensionless,Within-day fragmentation,Gaussian on the identity scale,Participant,6,Alternative preprocessing chest,Alternative preprocessing,Chest,All available
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,complementary_chest,3,daily_geometric_mean_medi,participant_day,gaussian,log10_offset_0.1,154,897,897,8,,unavailable,alternative_preprocessing_artifacts_do_not_retain_exact_support_minutes,FITTED,participant_day,gaussian,log10_offset_0.1,ratio,FALSE,0,,,"Offset, influence, and upper-tail checks",Mean melEDI,Mean,level-based,lx,Daily geometric mean,Gaussian after log10(value + 0.1),Participant-day,6,Alternative preprocessing chest,Alternative preprocessing,Chest,All available
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,complementary_chest,4,m10_mean_medi,participant_day,gaussian,log10_offset_0.1,154,897,897,8,,unavailable,alternative_preprocessing_artifacts_do_not_retain_exact_support_minutes,FITTED,participant_day,gaussian,log10_offset_0.1,ratio,FALSE,0,,,Influence and upper-tail checks,Brightest 10 h mean,M10mean,level-based,lx,Supported 10-hour window,Gaussian after log10(value + 0.1),Participant-day,6,Alternative preprocessing chest,Alternative preprocessing,Chest,All available
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,complementary_chest,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,154,897,897,8,,unavailable,alternative_preprocessing_artifacts_do_not_retain_exact_support_minutes,FITTED,participant_day,gaussian,log10_offset_0.1,ratio,FALSE,0,,,High-risk exact-zero and residual checks,Darkest 10 h mean,L10mean,level-based,lx,Supported 10-hour window,Gaussian after log10(value + 0.1),Participant-day,6,Alternative preprocessing chest,Alternative preprocessing,Chest,All available
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,complementary_chest,6,duration_above_1000,participant_day,tweedie_log,identity,154,897,897,8,,unavailable,alternative_preprocessing_artifacts_do_not_retain_exact_support_minutes,FITTED,participant_day,tweedie_log,identity,ratio,TRUE,0,24,,"Zero mass, dispersion, tail, and 24-hour prediction checks","Time above 1,000 lx melEDI",TAT1000,duration-based,h,Full 24-hour cycle,Tweedie with log link,Participant-day,6,Alternative preprocessing chest,Alternative preprocessing,Chest,All available
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,complementary_chest,7,duration_above_250_wake,participant_day,tweedie_log,identity,153,839,839,8,,unavailable,alternative_preprocessing_artifacts_do_not_retain_exact_support_minutes,FITTED,participant_day,tweedie_log,identity,ratio,TRUE,0,,,"Zero mass, tail, and waking-duration prediction checks",Time above 250 lx melEDI during wake,TAT250,duration-based,h,Waking near-eye measurement,Tweedie with log link,Participant-day,6,Alternative preprocessing chest,Alternative preprocessing,Chest,All available
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,complementary_chest,8,duration_below_10_pre_sleep,participant_day,gaussian,identity,154,867,867,8,,unavailable,alternative_preprocessing_artifacts_do_not_retain_exact_support_minutes,FITTED,participant_day,gaussian,identity,difference,TRUE,0,24,6,Calendar-day cumulative duration with a six-hour audit threshold; identity-scale Gaussian response model,Time below 10 lx melEDI before sleep,TBT10,duration-based,h,Three hours before attempted sleep,Gaussian on the identity scale,Participant-day,6,Alternative preprocessing chest,Alternative preprocessing,Chest,All available
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,complementary_chest,9,duration_below_1_sleep_environment,participant_day,tweedie_log,identity,154,878,878,8,,unavailable,alternative_preprocessing_artifacts_do_not_retain_exact_support_minutes,FITTED,participant_day,tweedie_log,identity,ratio,TRUE,0,,,Distribution and sleep-window prediction checks,Time below 1 lx melEDI during sleep,TBT1,duration-based,h,Bedside sleep-environment measurement,Tweedie with log link,Participant-day,6,Alternative preprocessing chest,Alternative preprocessing,Chest,All available
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,complementary_chest,10,longest_bout_above_250,participant_day,gaussian,log10_offset_0.1,154,897,897,8,,unavailable,alternative_preprocessing_artifacts_do_not_retain_exact_support_minutes,FITTED,participant_day,gaussian,log10_offset_0.1,ratio,TRUE,0,24,,Mandatory exactly-identified-only sensitivity,Longest continuous period above 250 lx melEDI,PAT250,duration-based,h,Observed lower bound,Gaussian after log10(value + 0.1),Participant-day,6,Alternative preprocessing chest,Alternative preprocessing,Chest,All available
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,complementary_chest,11,m10_midpoint,participant_day,gaussian,clock_hours,154,897,897,8,,unavailable,alternative_preprocessing_artifacts_do_not_retain_exact_support_minutes,FITTED,participant_day,gaussian,clock_hours,difference,FALSE,0,24,,Continuous daytime range check,Midpoint of the brightest 10 hours,M10,timing-based,clock time,Supported 10-hour window,Gaussian on the linear clock scale,Participant-day,6,Alternative preprocessing chest,Alternative preprocessing,Chest,All available
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,complementary_chest,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_16,154,897,897,8,,unavailable,alternative_preprocessing_artifacts_do_not_retain_exact_support_minutes,FITTED,participant_day,gaussian,clock_hours_midnight_after_16,difference,FALSE,0,24,,Strict-after-16:00 primary conversion with noon sensitivity,Midpoint of the darkest 10 hours,L10,timing-based,clock time,Supported midnight-wrapping 10-hour window,Gaussian on the linear clock scale (strict after-16:00 cut),Participant-day,6,Alternative preprocessing chest,Alternative preprocessing,Chest,All available
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,complementary_chest,13,mean_timing_above_250,participant_day,gaussian,clock_hours,154,867,867,8,,unavailable,alternative_preprocessing_artifacts_do_not_retain_exact_support_minutes,FITTED,participant_day,gaussian,clock_hours,difference,FALSE,0,24,,Continuous daytime-to-evening range check,Mean timing of exposure above 250 lx melEDI,MLIT250,timing-based,clock time,Duration-weighted mean timing,Gaussian on the linear clock scale,Participant-day,6,Alternative preprocessing chest,Alternative preprocessing,Chest,All available
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,complementary_chest,14,first_timing_above_250,participant_day,gaussian,clock_hours,154,867,867,8,,unavailable,alternative_preprocessing_artifacts_do_not_retain_exact_support_minutes,FITTED,participant_day,gaussian,clock_hours,difference,FALSE,0,24,,Late-evening cluster check,First light timing above 250 lx melEDI,FLIT250,timing-based,clock time,Boundary-censoring rule,Gaussian on the linear clock scale,Participant-day,6,Alternative preprocessing chest,Alternative preprocessing,Chest,All available
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,complementary_chest,15,last_timing_above_250,participant_day,gaussian,clock_hours,154,867,867,8,,unavailable,alternative_preprocessing_artifacts_do_not_retain_exact_support_minutes,FITTED,participant_day,gaussian,clock_hours,difference,FALSE,0,24,,Early-morning cluster check,Last light timing above 250 lx melEDI,LLIT250,timing-based,clock time,Boundary-censoring rule,Gaussian on the linear clock scale,Participant-day,6,Alternative preprocessing chest,Alternative preprocessing,Chest,All available
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,complementary_chest,16,dose_time_sensitive_corrected_medi,participant_day,gaussian,log10_offset_0.1,154,897,897,8,,unavailable,alternative_preprocessing_artifacts_do_not_retain_exact_support_minutes,FITTED,participant_day,gaussian,log10_offset_0.1,ratio,FALSE,0,,,"Offset, influence, and upper-tail checks",melEDI dose,Dose,exposure-history-based,lx·h,Time-sensitive missing-coverage correction,Gaussian after log10(value + 0.1),Participant-day,6,Alternative preprocessing chest,Alternative preprocessing,Chest,All available
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,complementary_chest,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,152,723,723,8,,unavailable,alternative_preprocessing_artifacts_do_not_retain_exact_support_minutes,FITTED,participant_day,gaussian,identity,difference,FALSE,0,,,"Distribution, viable-minute support, upper-tail, and influence checks",Melanopic daylight efficacy ratio,MDER,spectrum-based,dimensionless,Mean of viable one-minute melEDI/illuminance ratios,Gaussian on the identity scale,Participant-day,6,Alternative preprocessing chest,Alternative preprocessing,Chest,All available
alternative_preprocessing__glasses__paired_common_sample,alternative_preprocessing,glasses,paired_common_sample,paired_placement_comparison,1,interdaily_stability,participant,gaussian,logit,0,0,0,0,,not_applicable,prepared_scenario_unavailable,NON_ESTIMABLE,participant,gaussian,logit,odds_ratio,FALSE,0,1,,Transformed residual and influence checks,Interdaily stability,IS,dynamics-based,dimensionless,Repeated-day regularity,Gaussian after logit transformation,Participant,7,"Alternative preprocessing near-eye, paired/common sample",Alternative preprocessing,Near eye,Paired/common
alternative_preprocessing__glasses__paired_common_sample,alternative_preprocessing,glasses,paired_common_sample,paired_placement_comparison,2,intradaily_variability,participant,gaussian,identity,0,0,0,0,,not_applicable,prepared_scenario_unavailable,NON_ESTIMABLE,participant,gaussian,identity,difference,FALSE,0,,,Residual spread and influence checks,Intradaily variability,IV,dynamics-based,dimensionless,Within-day fragmentation,Gaussian on the identity scale,Participant,7,"Alternative preprocessing near-eye, paired/common sample",Alternative preprocessing,Near eye,Paired/common
alternative_preprocessing__glasses__paired_common_sample,alternative_preprocessing,glasses,paired_common_sample,paired_placement_comparison,3,daily_geometric_mean_medi,participant_day,gaussian,log10_offset_0.1,112,640,640,8,,unavailable,alternative_preprocessing_artifacts_do_not_retain_exact_support_minutes,FITTED,participant_day,gaussian,log10_offset_0.1,ratio,FALSE,0,,,"Offset, influence, and upper-tail checks",Mean melEDI,Mean,level-based,lx,Daily geometric mean,Gaussian after log10(value + 0.1),Participant-day,7,"Alternative preprocessing near-eye, paired/common sample",Alternative preprocessing,Near eye,Paired/common
alternative_preprocessing__glasses__paired_common_sample,alternative_preprocessing,glasses,paired_common_sample,paired_placement_comparison,4,m10_mean_medi,participant_day,gaussian,log10_offset_0.1,112,640,640,8,,unavailable,alternative_preprocessing_artifacts_do_not_retain_exact_support_minutes,FITTED,participant_day,gaussian,log10_offset_0.1,ratio,FALSE,0,,,Influence and upper-tail checks,Brightest 10 h mean,M10mean,level-based,lx,Supported 10-hour window,Gaussian after log10(value + 0.1),Participant-day,7,"Alternative preprocessing near-eye, paired/common sample",Alternative preprocessing,Near eye,Paired/common
alternative_preprocessing__glasses__paired_common_sample,alternative_preprocessing,glasses,paired_common_sample,paired_placement_comparison,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,112,640,640,8,,unavailable,alternative_preprocessing_artifacts_do_not_retain_exact_support_minutes,FITTED,participant_day,gaussian,log10_offset_0.1,ratio,FALSE,0,,,High-risk exact-zero and residual checks,Darkest 10 h mean,L10mean,level-based,lx,Supported 10-hour window,Gaussian after log10(value + 0.1),Participant-day,7,"Alternative preprocessing near-eye, paired/common sample",Alternative preprocessing,Near eye,Paired/common
alternative_preprocessing__glasses__paired_common_sample,alternative_preprocessing,glasses,paired_common_sample,paired_placement_comparison,6,duration_above_1000,participant_day,tweedie_log,identity,112,640,640,8,,unavailable,alternative_preprocessing_artifacts_do_not_retain_exact_support_minutes,FITTED,participant_day,tweedie_log,identity,ratio,TRUE,0,24,,"Zero mass, dispersion, tail, and 24-hour prediction checks","Time above 1,000 lx melEDI",TAT1000,duration-based,h,Full 24-hour cycle,Tweedie with log link,Participant-day,7,"Alternative preprocessing near-eye, paired/common sample",Alternative preprocessing,Near eye,Paired/common
alternative_preprocessing__glasses__paired_common_sample,alternative_preprocessing,glasses,paired_common_sample,paired_placement_comparison,7,duration_above_250_wake,participant_day,tweedie_log,identity,111,592,592,8,,unavailable,alternative_preprocessing_artifacts_do_not_retain_exact_support_minutes,FITTED,participant_day,tweedie_log,identity,ratio,TRUE,0,,,"Zero mass, tail, and waking-duration prediction checks",Time above 250 lx melEDI during wake,TAT250,duration-based,h,Waking near-eye measurement,Tweedie with log link,Participant-day,7,"Alternative preprocessing near-eye, paired/common sample",Alternative preprocessing,Near eye,Paired/common
alternative_preprocessing__glasses__paired_common_sample,alternative_preprocessing,glasses,paired_common_sample,paired_placement_comparison,8,duration_below_10_pre_sleep,participant_day,gaussian,identity,112,615,615,8,,unavailable,alternative_preprocessing_artifacts_do_not_retain_exact_support_minutes,FITTED,participant_day,gaussian,identity,difference,TRUE,0,24,6,Calendar-day cumulative duration with a six-hour audit threshold; identity-scale Gaussian response model,Time below 10 lx melEDI before sleep,TBT10,duration-based,h,Three hours before attempted sleep,Gaussian on the identity scale,Participant-day,7,"Alternative preprocessing near-eye, paired/common sample",Alternative preprocessing,Near eye,Paired/common
alternative_preprocessing__glasses__paired_common_sample,alternative_preprocessing,glasses,paired_common_sample,paired_placement_comparison,9,duration_below_1_sleep_environment,participant_day,tweedie_log,identity,112,621,621,8,,unavailable,alternative_preprocessing_artifacts_do_not_retain_exact_support_minutes,FITTED,participant_day,tweedie_log,identity,ratio,TRUE,0,,,Distribution and sleep-window prediction checks,Time below 1 lx melEDI during sleep,TBT1,duration-based,h,Bedside sleep-environment measurement,Tweedie with log link,Participant-day,7,"Alternative preprocessing near-eye, paired/common sample",Alternative preprocessing,Near eye,Paired/common
alternative_preprocessing__glasses__paired_common_sample,alternative_preprocessing,glasses,paired_common_sample,paired_placement_comparison,10,longest_bout_above_250,participant_day,gaussian,log10_offset_0.1,112,640,640,8,,unavailable,alternative_preprocessing_artifacts_do_not_retain_exact_support_minutes,FITTED,participant_day,gaussian,log10_offset_0.1,ratio,TRUE,0,24,,Mandatory exactly-identified-only sensitivity,Longest continuous period above 250 lx melEDI,PAT250,duration-based,h,Observed lower bound,Gaussian after log10(value + 0.1),Participant-day,7,"Alternative preprocessing near-eye, paired/common sample",Alternative preprocessing,Near eye,Paired/common
alternative_preprocessing__glasses__paired_common_sample,alternative_preprocessing,glasses,paired_common_sample,paired_placement_comparison,11,m10_midpoint,participant_day,gaussian,clock_hours,112,640,640,8,,unavailable,alternative_preprocessing_artifacts_do_not_retain_exact_support_minutes,FITTED,participant_day,gaussian,clock_hours,difference,FALSE,0,24,,Continuous daytime range check,Midpoint of the brightest 10 hours,M10,timing-based,clock time,Supported 10-hour window,Gaussian on the linear clock scale,Participant-day,7,"Alternative preprocessing near-eye, paired/common sample",Alternative preprocessing,Near eye,Paired/common
